<<<<<<< HEAD
+,11558,19520,96,1.35,0.33,3.08,122157
+,10544,18538,1984,1.49,0.20,-2.89,122264
+,8308,17546,4116,1.60,0.10,-2.67,122371
+,14430,16670,5082,1.67,0.01,-2.55,122478
+,15066,12748,2412,1.70,-0.06,-2.39,122585
+,15016,12564,3314,1.71,-0.06,-2.21,122692
+,20948,13638,7484,1.66,-0.10,-2.10,122798
+,13322,15162,9458,1.60,-0.12,-1.87,122905
+,13322,15162,9458,1.60,-0.12,-1.87,123062
+,2584,19484,-18424,-3.08,-0.03,1.52,123169
+,4846,18412,-19458,2.90,-0.11,1.61,123275
+,9402,23846,-11742,2.63,-0.16,1.73,123382
+,9404,27828,-9742,2.36,-0.20,1.86,123490
+,11144,26310,-7146,2.07,-0.20,1.98,123596
+,11736,26876,-5614,1.82,-0.19,2.05,123703
+,12004,26704,-2944,1.63,-0.19,2.14,123809
+,11292,23102,-3158,1.47,-0.20,2.38,123915
+,8962,22396,-1852,1.35,-0.21,2.68,124022
+,8342,18504,-2154,1.25,-0.20,3.00,124128
+,6244,17686,-1980,1.17,-0.22,-2.99,124234
+,4638,16568,-2374,1.13,-0.20,-2.67,124341
+,4258,14918,-3552,1.10,-0.20,-2.32,124447
+,2110,15024,-6180,1.10,-0.18,-1.94,124553
+,436,14932,-8434,1.14,-0.15,-1.54,124660
+,2452,16762,-8156,1.21,-0.14,-1.18,124769
+,3584,17516,-9420,1.31,-0.15,-0.89,124875
+,4974,18318,-7926,1.43,-0.18,-0.65,124982
+,4870,20898,-8790,1.57,-0.23,-0.48,125089
+,8452,23826,-6576,1.75,-0.29,-0.36,125196
+,11998,27098,-8610,1.93,-0.33,-0.29,125303
+,14634,29492,-8502,2.13,-0.41,-0.26,125410
+,18404,28732,-8694,2.34,-0.52,-0.21,125517
+,20882,30650,-9252,2.60,-0.73,-0.22,125624
+,15664,27970,-12566,2.97,-1.04,-0.37,125731
+,9908,21454,-11602,-2.57,-1.26,-0.95,125838
+,6460,14316,-6748,-1.64,-1.19,-1.78,125953
+,5108,7944,-6074,-1.28,-1.01,-1.92,126060
+,3026,3054,-6590,-1.08,-0.86,-1.88,126167
+,3566,1460,-2518,-0.89,-0.74,-1.83,126274
+,3566,1460,-2518,-0.89,-0.74,-1.83,126431
+,15196,15214,4294,0.49,-0.85,2.05,126537
+,19862,14312,7222,0.36,-0.83,1.81,126643
+,14008,7420,4318,0.22,-0.73,1.65,126750
+,13654,4526,8028,0.13,-0.64,1.50,126856
+,13422,3174,9746,0.06,-0.59,1.42,126962
+,18262,3532,12526,-0.00,-0.60,1.40,127069
+,15604,2098,10816,-0.10,-0.60,1.49,127175
+,19912,956,8836,-0.23,-0.64,1.71,127283
+,15632,1938,5044,-0.37,-0.63,2.02,127390
+,14636,3276,4842,-0.49,-0.60,2.37,127496
+,11438,2248,1112,-0.61,-0.55,2.76,127602
+,12178,3386,880,-0.71,-0.49,-3.12,127709
+,2444,8962,3492,-0.71,-0.36,-2.76,127815
+,4454,7586,1890,-0.64,-0.25,-2.44,127921
+,24,12534,5614,-0.54,-0.16,-2.10,128028
+,2496,15630,7296,-0.40,-0.11,-1.78,128135
+,-1674,20052,9072,-0.23,-0.09,-1.49,128241
+,-1494,22478,9030,-0.05,-0.10,-1.20,128348
+,-3498,23620,8340,0.15,-0.11,-0.86,128455
+,6324,29066,10668,0.34,-0.20,-0.53,128564
+,2568,30720,8388,0.54,-0.24,-0.25,128671
+,7514,30402,8946,0.72,-0.29,-0.04,128778
+,10542,32738,5630,0.86,-0.35,0.13,128884
+,9104,31054,5120,0.97,-0.41,0.30,128991
+,13744,32767,9306,1.07,-0.52,0.41,129098
+,13582,31486,8264,1.10,-0.61,0.52,129205
+,13704,30596,10204,1.07,-0.70,0.62,129312
+,11288,28288,10106,0.97,-0.74,0.79,129419
+,11118,24504,10548,0.83,-0.75,0.98,129526
+,7074,25058,12660,0.67,-0.73,1.29,129632
+,7716,18376,9762,0.51,-0.70,1.50,129739
+,14101,6924,-3465,-2.63,-0.54,-2.86,129848
+,14101,6924,-3465,-2.63,-0.54,-2.86,130005
+,-5154,-1924,6204,-0.79,0.02,-1.64,130112
+,-902,3688,8436,-0.75,0.06,-1.79,130218
+,2610,2840,5446,-0.69,0.08,-1.74,130324
+,-4828,4880,4302,-0.62,0.14,-1.63,130431
+,-568,9996,8610,-0.48,0.16,-1.48,130537
+,-1816,13810,9412,-0.32,0.16,-1.31,130643
+,-2598,21002,12780,-0.09,0.15,-1.14,130750
+,-1570,25088,15136,0.13,0.10,-0.96,130856
+,830,26302,17094,0.32,-0.01,-0.79,130962
+,5812,26752,18342,0.49,-0.13,-0.58,131071
+,11910,29524,21100,0.63,-0.27,-0.32,131177
+,11792,30396,19004,0.74,-0.37,-0.03,131283
+,12450,32767,18760,0.79,-0.49,0.26,131389
+,14326,31292,20180,0.78,-0.60,0.52,131496
+,13922,32767,20306,0.71,-0.69,0.75,131602
+,10374,26464,20720,0.58,-0.71,0.97,131709
+,5282,17612,18274,0.39,-0.68,1.13,131816
+,6156,20666,20984,0.22,-0.65,1.21,131923
+,5570,15672,17016,0.05,-0.63,1.19,132030
+,3690,8210,15990,-0.11,-0.58,1.11,132136
+,2424,8584,17588,-0.24,-0.52,1.01,132243
+,-744,5848,16404,-0.36,-0.46,0.91,132352
+,656,2670,15094,-0.51,-0.42,0.92,132459
+,-1414,2826,14860,-0.61,-0.35,0.94,132566
+,-1788,1126,12810,-0.74,-0.30,0.99,132673
+,-3354,108,11042,-0.87,-0.27,1.12,132779
+,-1928,870,10188,-1.01,-0.25,1.38,132886
+,-1992,474,6924,-1.17,-0.24,1.65,132993
+,-4142,208,2300,-1.36,-0.24,1.89,133100
+,2560,1624,1260,-1.59,-0.28,2.14,133207
+,3416,5064,-1000,-1.78,-0.38,2.36,133314
+,3416,5064,-1000,-1.78,-0.38,2.36,133471
+,7300,26760,11526,1.07,-0.51,1.46,133577
+,5240,23458,13262,0.92,-0.57,1.81,133686
+,3586,22900,15404,0.74,-0.59,1.98,133792
+,3744,19422,17508,0.56,-0.56,2.09,133898
+,1508,15860,17666,0.37,-0.52,2.12,134005
+,3232,15132,17934,0.20,-0.50,2.09,134111
+,-1662,12624,13962,0.02,-0.44,2.01,134217
+,-3296,9682,13108,-0.14,-0.41,1.89,134324
+,-2886,5686,10928,-0.30,-0.40,1.72,134430
+,-4638,3506,9160,-0.45,-0.40,1.53,134536
+,-690,986,9266,-0.59,-0.44,1.32,134642
+,-794,-1724,5038,-0.74,-0.48,1.08,134749
+,-3414,594,5254,-0.89,-0.51,0.76,134855
+,-1292,6066,5186,-1.01,-0.59,0.41,134963
+,2878,10892,4590,-1.17,-0.72,0.07,135070
+,7228,18202,5824,-1.34,-0.89,-0.22,135177
+,11214,23766,4402,-1.50,-1.09,-0.50,135284
+,11048,27126,3674,-1.77,-1.34,-0.63,135391
+,24204,28004,7886,2.79,-1.46,0.76,135497
+,22072,31792,6868,1.61,-1.35,1.63,135604
+,25214,31508,14170,1.15,-1.20,1.86,135711
+,22736,32352,10720,0.84,-1.02,2.05,135818
+,-32768,31610,14038,0.69,-0.90,2.10,135925
+,-32768,29538,11676,0.50,-0.77,2.27,136032
+,31218,27296,12144,0.31,-0.64,2.49,136139
+,29580,22910,10378,0.13,-0.49,2.78,136248
+,24782,18670,8002,-0.03,-0.34,3.13,136355
+,26942,14694,6052,-0.19,-0.25,-2.80,136461
+,20780,11018,7778,-0.33,-0.15,-2.49,136568
+,13780,10116,11126,-0.39,-0.05,-2.18,136675
+,13780,10116,11126,-0.39,-0.05,-2.18,136832
+,10736,15240,13366,0.36,0.32,-2.72,136938
+,11066,12848,13980,0.24,0.29,-2.76,137045
+,6882,15144,15764,0.17,0.26,-2.69,137151
+,3130,15708,15434,0.10,0.23,-2.54,137257
+,-1632,21090,18250,0.07,0.21,-2.34,137364
+,-1906,21586,20092,0.05,0.21,-2.11,137472
+,-7404,26450,21626,-0.00,0.16,-1.93,137578
+,-5184,22526,21996,-0.10,0.11,-1.79,137685
+,-1836,21722,25350,-0.20,0.03,-1.63,137791
+,5554,18922,28054,-0.31,-0.02,-1.47,137897
+,8856,16750,28866,-0.45,-0.03,-1.27,138004
+,9838,13990,24876,-0.54,0.05,-1.14,138110
+,5806,11432,19738,-0.59,0.19,-1.07,138216
+,-1786,11450,16130,-0.59,0.36,-1.00,138322
+,-4532,9688,11842,-0.59,0.54,-0.97,138429
+,-2130,8628,9068,-0.58,0.69,-0.94,138536
+,-4568,9438,7706,-0.55,0.84,-0.90,138643
+,-4450,7814,5780,-0.53,0.97,-0.79,138751
+,-5304,11014,5604,-0.44,1.11,-0.61,138858
+,-5886,6664,4730,-0.33,1.23,-0.42,138965
+,-4164,11340,9470,0.12,1.32,0.06,139072
+,-9052,10678,3352,0.88,1.36,0.86,139179
+,-3818,13810,7692,1.21,1.25,1.16,139286
+,-6142,16130,5340,1.37,1.13,1.30,139393
+,-5026,20144,7214,1.41,1.00,1.36,139500
+,-5774,23810,8800,1.40,0.86,1.40,139606
+,-6560,27948,12100,1.39,0.77,1.48,139713
+,-4576,27716,12426,1.32,0.69,1.56,139820
+,-4242,30226,11444,1.25,0.65,1.68,139927
+,-5210,28318,12934,1.16,0.63,1.83,140036
+,2176,29038,14744,1.05,0.64,2.00,140143
+,2176,29038,14744,1.05,0.64,2.00,140300
+,-814,14248,1822,-2.32,1.01,-2.58,140407
+,-1042,19900,-2272,-2.86,0.97,3.07,140513
+,112,23566,-334,2.94,0.87,2.59,140619
+,-1204,28390,-1382,2.56,0.71,2.27,140726
+,694,32767,2338,2.23,0.57,2.03,140832
+,-7064,32767,2352,1.98,0.42,1.92,140939
+,-4884,32767,8248,1.81,0.32,1.90,141045
+,-2902,32110,9826,1.68,0.28,1.87,141151
+,618,32767,13906,1.56,0.28,1.78,141258
+,7098,28044,12236,1.44,0.32,1.72,141366
+,8522,27178,11924,1.41,0.39,1.74,141472
+,9076,24974,10868,1.45,0.46,1.88,141579
+,10608,25378,9668,1.53,0.51,2.14,141685
+,14428,22954,8586,1.63,0.51,2.44,141791
+,11222,20938,2394,1.78,0.43,2.85,141898
+,10188,21332,6250,1.92,0.30,-3.07,142005
+,10880,19052,6220,1.96,0.16,-2.82,142112
+,11538,16962,5082,1.95,0.03,-2.67,142219
+,10288,17448,9452,1.91,-0.07,-2.63,142326
+,10130,18216,12514,1.83,-0.11,-2.63,142432
+,11190,19336,15114,1.71,-0.09,-2.47,142539
+,10352,21388,15478,1.56,-0.03,-2.39,142648
+,8906,23856,15444,1.39,0.03,-2.39,142755
+,7352,25926,17236,1.21,0.11,-2.38,142862
+,5498,25100,15626,1.02,0.17,-2.39,142969
+,542,26760,17438,0.83,0.21,-2.38,143076
+,5024,23096,17494,0.63,0.21,-2.39,143183
+,340,20610,15722,0.44,0.20,-2.37,143289
+,2492,16270,16426,0.28,0.18,-2.35,143396
+,1344,13002,16204,0.14,0.18,-2.32,143503
+,1418,7742,18832,0.04,0.18,-2.28,143610
+,1418,7742,18832,0.04,0.18,-2.28,143767
+,18608,16512,8328,2.34,-0.25,-2.12,143873
+,15698,17572,9818,2.18,-0.36,-1.55,143982
+,18316,19172,14492,2.00,-0.38,-1.00,144088
+,15412,22170,15132,1.79,-0.36,-0.53,144195
+,14212,24016,14022,1.57,-0.29,-0.16,144301
+,9538,28238,19908,1.39,-0.21,0.10,144407
+,6734,28074,16764,1.17,-0.10,0.27,144514
+,9582,30304,21124,0.95,-0.07,0.31,144620
+,9834,27784,20768,0.70,-0.06,0.37,144726
+,6800,26846,21274,0.48,-0.03,0.45,144833
+,11592,18036,19334,0.27,-0.03,0.49,144939
+,11166,12446,15962,0.09,0.03,0.46,145045
+,10300,11046,17136,-0.07,0.02,0.35,145151
+,8096,9652,14100,-0.21,0.02,0.29,145260
+,9528,7864,10608,-0.37,-0.03,0.28,145366
+,4176,8656,8642,-0.49,-0.03,0.30,145473
+,1106,7018,3970,-0.60,0.00,0.32,145580
+,-2274,8138,4294,-0.65,0.04,0.36,145686
+,-5620,6530,2048,-0.65,0.09,0.42,145793
+,-7830,8638,9334,-0.58,0.12,0.61,145900
+,-12448,7624,9528,-0.49,0.17,0.84,146007
+,-10196,8232,10990,-0.38,0.18,1.03,146114
+,-9270,6664,8600,-0.27,0.18,1.13,146221
+,-4744,6724,10348,-0.14,0.17,1.13,146327
+,-6920,10950,11760,0.03,0.18,1.05,146434
+,-4836,13166,12858,0.21,0.15,0.95,146547
+,-3458,17796,14264,0.38,0.09,0.87,146654
+,886,18598,15330,0.53,0.01,0.99,146761
+,3990,20714,15468,0.66,-0.09,1.14,146868
+,7090,25052,17990,0.77,-0.19,1.28,146975
+,9474,26498,17402,0.84,-0.33,1.42,147081
+,9474,26498,17402,0.84,-0.33,1.42,147239
+,1682,16146,18886,-0.42,0.25,-0.61,147345
+,2564,18154,23180,-0.18,0.24,-0.43,147451
+,2548,18394,24350,0.02,0.21,-0.23,147557
+,4124,18710,22800,0.15,0.13,-0.03,147664
+,6338,18128,24872,0.25,0.06,0.19,147770
+,8486,21382,26848,0.32,-0.05,0.44,147878
+,7846,21536,26632,0.34,-0.13,0.73,147985
+,4546,21630,25242,0.33,-0.16,1.01,148091
+,5948,19336,23216,0.28,-0.17,1.25,148197
+,3084,19336,23094,0.21,-0.16,1.47,148303
+,4054,16506,19254,0.13,-0.14,1.64,148410
+,2754,12062,18224,0.04,-0.12,1.72,148516
+,604,8104,19998,-0.03,-0.06,1.59,148622
+,-192,7418,21044,-0.11,-0.00,1.38,148729
+,1760,3006,19184,-0.22,0.05,1.17,148835
+,2594,1390,20032,-0.32,0.11,0.94,148942
+,762,-1016,18198,-0.44,0.20,0.70,149049
+,3994,-1636,17102,-0.57,0.26,0.46,149157
+,2926,-1148,15138,-0.71,0.33,0.23,149264
+,3372,-2234,10170,-0.90,0.38,0.01,149371
+,2354,1674,9952,-1.09,0.43,-0.18,149478
+,3122,3664,7266,-1.30,0.44,-0.42,149585
+,400,6568,3458,-1.55,0.43,-0.66,149692
+,1950,10096,3510,-1.80,0.42,-0.82,149799
+,-4,11428,-518,-2.09,0.39,-1.02,149905
+,-988,16358,-2566,-2.40,0.34,-0.79,150012
+,3910,18742,-3072,-2.70,0.23,-0.57,150119
+,3158,29088,-2594,-3.03,0.15,-0.37,150226
+,4786,32767,1018,2.90,0.06,-0.23,150333
+,7478,32767,792,2.52,-0.00,-0.20,150442
+,3930,32767,4904,2.19,-0.08,-0.16,150549
+,3930,32767,4904,2.19,-0.08,-0.16,150706
+,-2904,6974,10820,-1.20,-0.35,-1.14,150812
+,-4710,8034,13500,-0.91,-0.34,-1.21,150919
+,-4640,12344,17004,-0.66,-0.35,-1.26,151025
+,-10208,15126,22812,-0.38,-0.33,-1.32,151131
+,-12866,17450,19984,-0.16,-0.33,-1.42,151237
+,-8454,23858,25622,0.09,-0.38,-1.64,151344
+,-5434,26770,20676,0.32,-0.36,-2.02,151450
+,-6644,32767,24486,0.56,-0.29,-2.49,151556
+,-1796,32767,21124,0.73,-0.17,-3.01,151665
+,10592,32767,25664,0.78,-0.06,2.76,151771
+,808,32767,20784,0.71,0.05,2.35,151877
+,13738,30850,26998,0.59,0.09,2.02,151984
+,1480,23134,19628,0.42,0.14,2.13,152090
+,-4736,19898,12568,0.28,0.23,2.31,152196
+,3880,12206,9790,0.12,0.20,1.84,152303
+,6310,4148,8180,-0.02,0.12,1.50,152409
+,120,5760,6642,-0.12,0.12,1.26,152516
+,-1658,4460,1528,-0.20,0.11,1.05,152623
+,1910,1066,-564,-0.26,0.07,0.81,152730
+,3132,-212,-584,-0.28,0.05,0.54,152837
+,7538,-1238,1576,-0.25,-0.00,0.27,152946
+,8140,-1230,1200,-0.20,-0.04,0.07,153052
+,9272,2964,5596,-0.09,-0.08,-0.04,153159
+,8776,9784,11646,0.11,-0.07,-0.07,153266
+,5704,15524,16380,0.33,-0.06,0.04,153373
+,12410,15156,18192,0.53,-0.09,0.21,153480
+,9290,24894,27364,0.71,-0.18,0.47,153586
+,3672,27274,31098,0.80,-0.26,0.79,153693
+,3270,26546,32767,0.78,-0.36,1.28,153800
+,-7560,28118,32767,0.64,-0.39,1.86,153907
+,-15354,28506,29248,0.45,-0.33,2.40,154014
+,-15354,28506,29248,0.45,-0.33,2.40,154171
+,-12038,11370,2162,0.12,-0.04,-2.91,154279
+,-8096,8634,-1974,0.01,0.04,-2.73,154386
+,-2416,5694,-2926,-0.06,0.09,-2.69,154492
+,2502,3724,-3002,-0.07,0.13,-2.71,154598
+,8112,4710,448,-0.04,0.14,-2.74,154704
+,13832,5898,2594,0.07,0.14,-2.73,154811
+,24416,11682,12724,0.24,0.14,-2.63,154917
+,23112,11862,17404,0.43,0.15,-2.40,155023
+,22962,11844,23248,0.61,0.09,-2.06,155130
+,12232,15634,28714,0.76,0.04,-1.65,155236
+,4534,21814,32767,0.85,-0.06,-1.24,155342
+,-1246,18720,32767,0.82,-0.14,-0.86,155449
+,-11600,20842,32767,0.72,-0.18,-0.74,155557
+,-16268,17744,28280,0.57,-0.18,-0.64,155663
+,-19682,16888,19860,0.40,-0.14,-0.55,155769
+,-21014,16372,10854,0.24,-0.05,-0.51,155876
+,-15410,12998,3270,0.11,0.05,-0.52,155983
+,-8052,10290,92,0.02,0.12,-0.61,156090
+,-1000,6852,-2202,-0.05,0.15,-0.75,156197
+,3658,5960,-470,-0.08,0.14,-0.93,156303
+,9882,4192,648,-0.06,0.12,-1.11,156410
+,11950,2144,2994,0.00,0.08,-1.24,156517
+,17234,3284,10024,0.12,0.06,-1.30,156624
+,21030,2702,12648,0.25,0.04,-1.27,156733
+,20650,11586,24088,0.43,0.01,-1.12,156839
+,15398,13532,23750,0.57,-0.03,-0.88,156946
+,12632,17222,31980,0.68,-0.13,-0.63,157053
+,7554,18130,30328,0.70,-0.18,-0.73,157160
+,90,18922,30452,0.65,-0.25,-0.69,157267
+,-9750,18362,29116,0.56,-0.25,-0.59,157374
+,-13064,12246,22844,0.43,-0.23,-0.51,157480
+,-13064,12246,22844,0.43,-0.23,-0.51,157638
+,3890,7372,2398,-0.15,-0.22,-1.12,157744
+,9422,7682,5374,0.01,-0.18,-1.38,157850
+,20008,3858,6712,0.18,-0.12,-1.60,157956
+,22716,8034,13074,0.38,-0.04,-1.66,158065
+,28398,11440,14294,0.56,0.03,-1.53,158171
+,19256,20058,20846,0.70,0.01,-1.14,158277
+,22388,18458,21344,0.73,-0.04,-0.67,158384
+,14984,25072,27836,0.69,-0.09,-0.23,158490
+,17624,26722,27788,0.55,-0.10,0.15,158596
+,10492,29630,29484,0.36,-0.06,0.49,158703
+,5490,26326,24724,0.19,0.01,0.66,158809
+,-708,22688,25910,0.01,0.06,0.66,158915
+,-1976,17110,25728,-0.16,0.06,0.60,159021
+,-7940,15076,24436,-0.33,0.05,0.55,159128
+,-6366,6884,21650,-0.54,-0.04,0.56,159234
+,-9728,4128,18928,-0.77,-0.11,0.58,159352
+,-2038,1530,17390,-1.01,-0.24,0.66,159459
+,-5720,-3748,15102,-1.27,-0.31,0.72,159565
+,-3910,-6270,9074,-1.54,-0.31,0.78,159672
+,-920,-7200,6322,-1.83,-0.26,0.85,159779
+,326,-6564,4124,-2.06,-0.19,0.71,159886
+,-564,-5938,1238,-2.25,-0.14,0.50,159993
+,-1890,-3574,236,-2.44,-0.06,0.27,160100
+,-1068,-1132,-1850,-2.61,0.01,0.01,160207
+,-42,3126,-2484,-2.80,0.07,-0.27,160314
+,1012,6696,-3662,-3.02,0.10,-0.57,160421
+,3922,10106,-2152,3.01,0.11,-0.93,160527
+,8986,13956,-4650,2.73,0.08,-1.34,160648
+,12654,15172,-2816,2.50,-0.06,-1.71,160755
+,19884,16026,2084,2.32,-0.21,-2.06,160862
+,20970,18278,9020,2.18,-0.42,-2.36,160969
+,20970,18278,9020,2.18,-0.42,-2.36,161126
+,1598,3978,3906,-0.76,0.21,-0.43,161233
+,814,4908,2254,-0.75,0.21,-0.66,161339
+,7932,6088,5746,-0.68,0.16,-0.91,161445
+,15902,3780,11162,-0.49,0.18,-1.19,161551
+,21132,7576,18322,-0.26,0.28,-1.32,161658
+,20476,11074,28520,0.01,0.27,-1.19,161764
+,17232,9694,31610,0.25,0.23,-0.87,161873
+,9824,13762,32767,0.44,0.15,-0.49,161979
+,8718,19266,32767,0.50,-0.04,-0.21,162085
+,7974,17126,32767,0.48,-0.18,0.04,162192
+,-1838,19774,32767,0.37,-0.30,0.28,162298
+,-4516,21106,32767,0.17,-0.38,0.43,162404
+,-8466,18914,30906,-0.10,-0.43,0.49,162510
+,-5928,13190,23464,-0.38,-0.45,0.41,162617
+,-6946,11348,16606,-0.64,-0.42,0.17,162723
+,-7956,10230,4928,-0.86,-0.38,-0.18,162830
+,-4902,7984,102,-1.08,-0.42,-0.49,162937
+,-422,6908,-702,-1.26,-0.53,-0.76,163044
+,3112,6178,294,-1.30,-0.65,-1.09,163153
+,9062,7522,5452,-1.12,-0.76,-1.54,163259
+,17510,6880,11512,-0.75,-0.81,-2.11,163366
+,26164,5116,20952,-0.40,-0.79,-2.56,163473
+,17700,8324,26600,-0.19,-0.61,-2.87,163580
+,26002,6054,30198,-0.09,-0.54,-3.11,163687
+,19228,8810,24808,-0.09,-0.43,2.97,163794
+,18590,8856,24894,-0.11,-0.34,2.72,163901
+,14556,6908,22692,-0.14,-0.23,2.52,164007
+,13292,3816,19664,-0.20,-0.11,2.40,164114
+,14668,-1430,17330,-0.32,-0.05,2.36,164221
+,11404,-2998,15272,-0.45,0.02,2.43,164328
+,8360,-454,11180,-0.58,0.10,2.58,164437
+,8360,-454,11180,-0.58,0.10,2.58,164591
+,-2102,13064,1586,1.54,0.82,0.48,164697
+,228,16836,5024,1.51,0.69,0.62,164804
+,-1594,17832,2866,1.42,0.51,0.79,164910
+,162,19014,11146,1.26,0.33,0.90,165016
+,-862,18704,8318,1.07,0.20,1.05,165122
+,790,12700,14198,0.89,0.14,1.20,165229
+,-3816,10464,15614,0.68,0.10,1.32,165335
+,292,3222,17014,0.45,0.05,1.40,165441
+,-1484,4846,23964,0.24,0.00,1.45,165548
+,4384,-3360,17130,0.01,0.01,1.47,165654
+,-5410,454,25250,-0.18,0.06,1.55,165762
+,910,-7268,17134,-0.36,0.15,1.61,165869
+,-1278,-5418,20858,-0.50,0.20,1.76,165975
+,-4938,-8452,18562,-0.61,0.29,1.92,166081
+,654,-15744,15092,-0.73,0.32,2.12,166188
+,-11538,-6116,24994,-0.74,0.35,2.41,166294
+,-4372,-17338,16564,-0.80,0.31,2.64,166401
+,-1646,-8270,23432,-0.78,0.19,2.93,166508
+,296,-12934,19908,-0.81,0.02,-3.09,166615
+,12634,-11436,14570,-0.91,-0.23,-2.69,166721
+,8814,-9962,13936,-1.11,-0.34,-2.29,166828
+,5164,-10466,4814,-1.38,-0.33,-1.86,166950
+,4252,-11132,5836,-1.63,-0.24,-1.44,167057
+,424,-11140,2354,-1.79,-0.03,-1.09,167164
+,-1552,-12522,2798,-1.87,0.25,-0.79,167271
+,-2260,-10914,1052,-1.90,0.48,-0.57,167378
+,-3714,-10936,5018,-1.84,0.71,-0.36,167485
+,-5704,-7890,6790,-1.75,0.90,-0.16,167592
+,-10508,-5226,2098,-1.68,1.08,0.04,167699
+,-7642,-4714,4494,-1.59,1.23,0.22,167806
+,-11810,678,4952,-1.57,1.40,0.31,167912
+,-11810,678,4952,-1.57,1.40,0.31,168070
+,-10240,2954,9360,-1.68,1.12,-0.70,168176
+,-16964,4942,1076,-2.28,1.27,-1.29,168285
+,-17944,8624,5834,-3.06,1.29,-2.01,168391
+,-15858,9826,4436,2.67,1.25,-2.45,168498
+,-12734,6472,92,2.41,1.14,-2.60,168604
+,-11856,5048,4140,2.26,1.06,-2.72,168711
+,-11548,8058,2200,2.08,0.97,-2.87,168817
+,-3642,12398,7666,1.84,0.85,-3.07,168923
+,-2210,15074,4130,1.67,0.64,-3.11,169030
+,-378,15528,4486,1.49,0.40,-3.12,169136
+,2962,19948,9808,1.25,0.12,3.13,169243
+,4368,17508,6610,1.01,-0.10,-3.09,169349
+,6680,11280,13238,0.77,-0.25,-3.04,169455
+,5610,7742,13992,0.49,-0.31,-2.95,169564
+,5600,5216,17796,0.21,-0.29,-2.87,169670
+,10924,-2092,18362,-0.07,-0.30,-2.78,169777
+,10854,-1526,18814,-0.32,-0.28,-2.60,169884
+,11828,-9712,19050,-0.55,-0.21,-2.38,169990
+,11388,-8714,18538,-0.69,-0.10,-2.18,170097
+,13560,-14096,14156,-0.81,0.01,-2.03,170204
+,12104,-14556,14364,-0.86,0.13,-1.89,170311
+,5884,-14178,15296,-0.86,0.26,-1.79,170418
+,-2798,-11802,17750,-0.80,0.41,-1.65,170525
+,1342,-10110,18926,-0.72,0.43,-1.45,170632
+,-3226,-8042,15962,-0.64,0.45,-1.23,170741
+,3640,-5902,19432,-0.53,0.32,-0.94,170847
+,3176,-4650,23522,-0.46,0.19,-0.66,170954
+,6224,-7560,19094,-0.52,0.05,-0.40,171061
+,8996,-4710,22374,-0.60,-0.09,-0.16,171168
+,10030,-5156,19224,-0.77,-0.18,0.10,171275
+,6506,-7614,17216,-0.96,-0.17,0.34,171382
+,6506,-7614,17216,-0.96,-0.17,0.34,171539
+,7034,-7120,16652,-0.84,-0.23,0.76,171645
+,3304,-9268,13492,-1.05,-0.15,1.31,171751
+,2930,-12130,11744,-1.28,-0.03,1.71,171858
+,-5068,-8232,14402,-1.46,0.16,2.01,171964
+,-8160,-6302,9008,-1.69,0.36,2.17,172072
+,-8800,-4352,4076,-2.01,0.50,2.24,172179
+,-9072,-2310,292,-2.37,0.54,2.27,172285
+,-10024,2932,-3456,-2.74,0.58,2.30,172392
+,-11792,5514,-2416,3.13,0.58,2.28,172498
+,-8970,6374,-6752,2.74,0.56,2.26,172604
+,-11422,11150,-526,2.39,0.56,2.19,172711
+,-5444,7492,1354,2.06,0.59,2.13,172817
+,-5988,13222,11076,1.69,0.57,1.96,172924
+,-6508,17388,11930,1.35,0.49,1.86,173030
+,-5148,18232,12106,1.05,0.41,1.84,173136
+,-6844,15324,11686,0.81,0.32,1.89,173243
+,-6670,8546,17126,0.63,0.26,1.95,173352
+,-4130,8926,16642,0.47,0.19,2.07,173459
+,-3754,9018,16650,0.34,0.16,2.26,173566
+,-1364,7772,15966,0.25,0.16,2.52,173673
+,-3430,6428,16758,0.21,0.19,2.89,173780
+,890,2918,19498,0.19,0.23,-2.83,173886
+,5268,4474,21756,0.17,0.25,-2.28,173993
+,8314,6148,17490,0.15,0.26,-1.70,174100
+,5868,5516,20686,0.15,0.25,-1.10,174207
+,3766,4262,18872,0.14,0.22,-0.54,174314
+,7412,2252,20886,0.11,0.17,-0.02,174421
+,6016,3988,23572,0.01,0.04,0.51,174527
+,8518,-846,16866,-0.11,-0.05,0.43,174636
+,3114,-898,23888,-0.24,-0.12,0.42,174743
+,3114,-898,23888,-0.24,-0.12,0.42,174897
+,-4112,15108,5686,1.30,0.60,-0.81,175003
+,-6874,14396,9152,1.33,0.62,-0.46,175110
+,-6352,14694,6166,1.37,0.63,-0.11,175216
+,-6728,15342,7268,1.41,0.61,0.20,175322
+,-4272,16286,10072,1.43,0.56,0.49,175429
+,-178,15916,7544,1.41,0.47,0.79,175535
+,464,14418,8992,1.39,0.35,1.12,175641
+,1554,16488,6296,1.29,0.23,1.43,175748
+,7180,13270,10426,1.13,0.13,1.65,175854
+,8900,9744,12940,0.96,0.04,1.89,175962
+,8042,7076,14522,0.79,-0.02,2.14,176069
+,3970,6716,18924,0.61,-0.04,2.37,176175
+,8310,3220,14942,0.43,-0.02,2.57,176281
+,6932,3396,21420,0.26,-0.10,2.76,176388
